"input_number","input","target_number","target","name","description","namespace"
2832,"FBgn0039101","2832.1","Q9VCJ9","CG16710","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2833,"FBgn0030058","2833.1","Q9W3C6","CG11294","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2834,"FBgn0031542","2834.1","Q9VQR5","CG15414","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2835,"FBgn0086251","2835.1","M9PDK1","del","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2836,"FBgn0026077","2836.1","A8JQU3","Gasp","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2837,"FBgn0085466","2837.1","A8JRF0","CG34437","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2838,"FBgn0037950","2838.1","B5SUY9","HisCl1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2839,"FBgn0032348","2839.1","None","None","None",""
2840,"FBgn0032223","2840.1","Q95TF1","GATAd","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2841,"FBgn0030576","2841.1","Q6NPA2","CG15890","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2842,"FBgn0015790","2842.1","B8A3X3","Rab11","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2843,"FBgn0031619","2843.1","E6PBX7","CG3355","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2844,"FBgn0033982","2844.1","C9QPG6","Cyp317a1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2845,"FBgn0035584","2845.1","Q9VZ73","CG17030","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2846,"FBgn0038243","2846.1","Q9VFI3","CG8066","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2847,"FBgn0034274","2847.1","Q1RKU8","CG10931","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2848,"FBgn0028855","2848.1","Q9VJS1","CG15282","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2849,"FBgn0027550","2849.1","J7KEB3","CG6495","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2850,"FBgn0039079","2850.1","Q9VCM1","Ir94g","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2851,"FBgn0053998","2851.1","B3DN22","CG33998","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2852,"FBgn0051337","2852.1","Q8SXS2","CG31337","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2853,"FBgn0035120","2853.1","B3DNG8","wac","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2854,"FBgn0000542","2854.1","O77283","ec","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2855,"FBgn0051876","2855.1","F2FBB9","Cpr30F","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2856,"FBgn0030377","2856.1","Q9I7S9","CG1924","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2857,"FBgn0039681","2857.1","A0A0B4K6T8","CG7582","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2858,"FBgn0261360","2858.1","A4V243","CG42637","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2859,"FBgn0260932","2859.1","None","None","None",""
2860,"FBgn0034580","2860.1","Q8MSI4","Cht8","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2861,"FBgn0027582","2861.1","Q8MSI5","CG6230","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2862,"FBgn0039713","2862.1","A0A0B4K6N1","RpS8","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2863,"FBgn0030302","2863.1","None","None","None",""
2864,"FBgn0035205","2864.1","Q7K0X3","Ctr9","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2865,"FBgn0020643","2865.1","C9QP88","Lcp65Ab2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2866,"FBgn0032593","2866.1","B7YZW4","Trpgamma","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2867,"FBgn0038579","2867.1","B3DN18","CG14313","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2868,"FBgn0027548","2868.1","None","None","None",""
2869,"FBgn0036491","2869.1","Q1EC40","Best4","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2870,"FBgn0039273","2870.1","Q6NMV4","shams","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2871,"FBgn0037483","2871.1","Q8T3W3","CG14609","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2872,"FBgn0032005","2872.1","M9NDI3","Snx6","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2873,"FBgn0004102","2873.1","A0A4D6K2U2","oc","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2874,"FBgn0002521","2874.1","None","None","None",""
2875,"FBgn0004898","2875.1","B4F606","fd96Cb","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2876,"FBgn0030511","2876.1","Q9I7S2","CG11158","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2877,"FBgn0034943","2877.1","Q962N6","Fmo-1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2878,"FBgn0035445","2878.1","B5RJ62","Ids","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2879,"FBgn0031132","2879.1","A0A3Q7YSB3","CG15450","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2880,"FBgn0034768","2880.1","Q4V3G7","Obp58b","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2881,"FBgn0052652","2881.1","None","None","None",""
2882,"FBgn0033330","2882.1","A1Z7J0","CG8746","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2883,"FBgn0023170","2883.1","A0A1B2ALR4","RpL39","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2884,"FBgn0025866","2884.1","M9NE73","CalpB","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2885,"FBgn0027569","2885.1","M9PEI8","cert","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2886,"FBgn0039939","2886.1","None","None","None",""
2887,"FBgn0026314","2887.1","Q9VGT0","Ugt35B1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2888,"FBgn0039634","2888.1","Q9VAP8","alpha-Man-Ib","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2889,"FBgn0260750","2889.1","Q1WW96","Mulk","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2890,"FBgn0045471","2890.1","D7FAD4","Gr92a","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2891,"FBgn0025574","2891.1","A8JR89","Pli","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2892,"FBgn0033669","2892.1","A0A0B4KEK7","PI31","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2893,"FBgn0001112","2893.1","A0A2U8U0K3","Gld","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2894,"FBgn0031392","2894.1","E8NH83","AIF","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2895,"FBgn0038389","2895.1","Q9VF05","CG5516","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2896,"FBgn0030374","2896.1","Q9VYP9","CG15734","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2897,"FBgn0034179","2897.1","A0A0B4K7D8","CG6805","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2898,"FBgn0028938","2898.1","M9MSI3","Vajk1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2899,"FBgn0026061","2899.1","None","None","None",""
2900,"FBgn0031214","2900.1","F3YDH7","CG11374","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2901,"FBgn0038320","2901.1","B7FNQ8","Sra-1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2902,"FBgn0040849","2902.1","A1Z6D6","Ir41a","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2903,"FBgn0028838","2903.1","Q9VJR9","CSN1a","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2904,"FBgn0000210","2904.1","None","None","None",""
2905,"FBgn0039449","2905.1","Q9VBC6","CG6425","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2906,"FBgn0037619","2906.1","Q8MQX2","CG8159","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2907,"FBgn0038720","2907.1","Q494L0","CG6231","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2908,"FBgn0030121","2908.1","M9MS35","Cfp1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2909,"FBgn0037359","2909.1","None","None","None",""
2910,"FBgn0037071","2910.1","M9PFV4","CG7632","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2911,"FBgn0015801","2911.1","A0A0B4K7I0","Reg-5","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2912,"FBgn0026753","2912.1","None","None","None",""
2913,"FBgn0036787","2913.1","Q9VVP9","CG4306","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2914,"FBgn0029946","2914.1","Q9W3R4","CG15034","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2915,"FBgn0003527","2915.1","None","None","None",""
2916,"FBgn0029669","2916.1","Q7JYP1","CG13021","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2917,"FBgn0030289","2917.1","A9UNC0","GCS1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2918,"FBgn0037913","2918.1","Q8IGA2","fabp","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2919,"FBgn0030026","2919.1","Q9W3H4","sni","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2920,"FBgn0024432","2920.1","A0A1B2AIX7","Dlc90F","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2921,"FBgn0020235","2921.1","None","None","None",""
2922,"FBgn0260499","2922.1","A0A0B4LEU0","qvr","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2923,"FBgn0034535","2923.1","Q4QQ12","CG11110","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2924,"FBgn0037622","2924.1","E8NHA3","CG8202","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2925,"FBgn0032090","2925.1","Q9VLF1","CG9582","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2926,"FBgn0039565","2926.1","Q9VAX9","CG4884","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2927,"FBgn0030634","2927.1","C0MM59","CG9164","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2928,"FBgn0000551","2928.1","D4G7H0","Edg78E","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2929,"FBgn0032732","2929.1","Q9VJ25","CG15168","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2930,"FBgn0030599","2930.1","Q9VXZ7","CG9030","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2931,"FBgn0027602","2931.1","E8NHB2","CG8611","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2932,"FBgn0034487","2932.1","Q7K2N1","Efhc1.2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2933,"FBgn0046323","2933.1","Q281X4","ORY","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2934,"FBgn0031756","2934.1","Q9VMK2","CG13992","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2935,"FBgn0027507","2935.1","A1Z6G6","CG1344","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2936,"FBgn0011603","2936.1","C8VV47","ine","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2937,"FBgn0037856","2937.1","Q8SZ39","Leash","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2938,"FBgn0004551","2938.1","None","None","None",""
2939,"FBgn0038380","2939.1","Q9VF16","CG14877","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2940,"FBgn0031145","2940.1","A8JUT4","Ntf-2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2941,"FBgn0038292","2941.1","Q9VFC9","CG3987","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2942,"FBgn0032030","2942.1","None","None","None",""
2943,"FBgn0032922","2943.1","E1JHN2","Coq3","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2944,"FBgn0025578","2944.1","D0IQB8","Lcp9","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2945,"FBgn0029936","2945.1","Q9W3S4","CG4617","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2946,"FBgn0004567","2946.1","H5V8D4","slp2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2947,"FBgn0003016","2947.1","None","None","None",""
2948,"FBgn0010607","2948.1","E4NKK9","l(2)05714","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2949,"FBgn0033526","2949.1","A1Z898","Caf1-105","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2950,"FBgn0025117","2950.1","None","None","None",""
2951,"FBgn0010225","2951.1","A0A0C4DHG2","Gel","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2952,"FBgn0030571","2952.1","Q8MZG3","CG14414","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2953,"FBgn0004372","2953.1","Q2PNN4","aly","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2954,"FBgn0085281","2954.1","None","None","None",""
2955,"FBgn0015614","2955.1","A0A0B4K833","CanB2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2956,"FBgn0034053","2956.1","None","None","None",""
2957,"FBgn0031945","2957.1","Q9VLX6","CG7191","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2958,"FBgn0030940","2958.1","F3YDC0","CG15040","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2959,"FBgn0038088","2959.1","Q86PF4","CG10126","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2960,"FBgn0038397","2960.1","Q9VEZ2","CG10185","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2961,"FBgn0045497","2961.1","None","None","None",""
2962,"FBgn0033490","2962.1","Q4V3G1","CG12917","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2963,"FBgn0034716","2963.1","Q961X2","Oatp58Dc","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2964,"FBgn0038718","2964.1","Q9VDV7","CG17752","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2965,"FBgn0028569","2965.1","A0JQ28","robl37BC","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2966,"FBgn0029746","2966.1","Q9W4E5","CG15465","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2967,"FBgn0061197","2967.1","A1Z8W1","salto","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2968,"FBgn0038343","2968.1","Q4V689","Trissin","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2969,"FBgn0023514","2969.1","O46087","CG14805","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2970,"FBgn0038914","2970.1","Q9VD66","fit","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2971,"FBgn0023180","2971.1","None","None","None",""
2972,"FBgn0050287","2972.1","Q5U140","CG30287","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2973,"FBgn0046297","2973.1","None","None","None",""
2974,"FBgn0003715","2974.1","None","None","None",""
2975,"FBgn0051858","2975.1","Q6NMU0","t-cup","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2976,"FBgn0038078","2976.1","Q8MZ97","CG14391","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2977,"FBgn0024244","2977.1","A0A1B2AJP0","drm","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2978,"FBgn0041094","2978.1","None","None","None",""
2979,"FBgn0038597","2979.1","Q9VE98","CG8064","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2980,"FBgn0029752","2980.1","C8VV89","TrxT","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2981,"FBgn0032783","2981.1","C6TP94","CG10237","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2982,"FBgn0040780","2982.1","Q3ZAP6","Atg10","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2983,"FBgn0001220","2983.1","A0A0B4LFD2","Hsc70-5","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2984,"FBgn0033540","2984.1","None","None","None",""
2985,"FBgn0029148","2985.1","M9PCI2","NHP2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2986,"FBgn0028507","2986.1","M9NF32","CG3793","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2987,"FBgn0033261","2987.1","A1Z7A5","udd","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2988,"FBgn0038878","2988.1","Q9VDC0","CG3301","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2989,"FBgn0033973","2989.1","Q7K3N1","HPS1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2990,"FBgn0036022","2990.1","Q4V5D0","CG8329","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2991,"FBgn0028567","2991.1","Q9W0F0","robl62A","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2992,"FBgn0052767","2992.1","A9YII9","CG32767","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2993,"FBgn0031682","2993.1","A8E714","CG5828","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2994,"FBgn0030970","2994.1","Q9VWP0","CG7326","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2995,"FBgn0045485","2995.1","None","None","None",""
2996,"FBgn0039170","2996.1","None","None","None",""
2997,"FBgn0034489","2997.1","Q86LH3","ppk6","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2998,"FBgn0039673","2998.1","A0A0B4KI55","CG7568","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
2999,"FBgn0028683","2999.1","A0A1B2AL22","spt4","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3000,"FBgn0034379","3000.1","A0A0B4LG07","CG15073","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3001,"FBgn0028669","3001.1","A1ZBF7","Vha100-3","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3002,"FBgn0026150","3002.1","O96794","ApepP","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3003,"FBgn0014135","3003.1","P91672","bnl","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3004,"FBgn0019968","3004.1","A0A0B4KFR5","Khc-73","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3005,"FBgn0031409","3005.1","Q4V4M0","CG4271","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3006,"FBgn0033315","3006.1","A1Z7G9","beta3GalTII","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3007,"FBgn0032122","3007.1","C4XVF9","CG31883","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3008,"FBgn0039710","3008.1","A0A0B4KHH6","dgt1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3009,"FBgn0037530","3009.1","A0A0B4LGV1","EMC1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3010,"FBgn0050034","3010.1","None","None","None",""
3011,"FBgn0039325","3011.1","Q9VBS3","CG10560","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3012,"FBgn0037174","3012.1","M9PIL1","CG14457","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3013,"FBgn0250821","3013.1","A0A0B4KFI9","CG14644","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3014,"FBgn0027093","3014.1","None","None","None",""
3015,"FBgn0024987","3015.1","F3YD57","ssx","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3016,"FBgn0035016","3016.1","Q9W158","CG4612","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3017,"FBgn0033477","3017.1","None","None","None",""
3018,"FBgn0050157","3018.1","A0A0B4LFP9","CG30157","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3019,"FBgn0034945","3019.1","Q9W1E7","CG10904","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3020,"FBgn0030624","3020.1","Q9VXX0","CG9106","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3021,"FBgn0053225","3021.1","A0A0B4LG43","CG33225","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3022,"FBgn0037280","3022.1","Q4V3F8","BBS5","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3023,"FBgn0034514","3023.1","A1ZBV0","CG13427","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3024,"FBgn0085276","3024.1","A2VER0","CG34247","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3025,"FBgn0051681","3025.1","A9UN47","CG31681","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3026,"FBgn0033806","3026.1","Q7K0L8","FLASH","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3027,"FBgn0034202","3027.1","A1ZAR2","CG17287","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3028,"FBgn0069973","3028.1","C1C3F5","CG40485","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3029,"FBgn0036441","3029.1","Q7KUL3","CG13476","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3030,"FBgn0034712","3030.1","Q9W273","Alp8","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3031,"FBgn0002354","3031.1","Q7JPT7","l(3)87Df","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3032,"FBgn0027512","3032.1","A0A0B4KHY8","CG10254","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3033,"FBgn0259734","3033.1","B5RJS0","Nost","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3034,"FBgn0042146","3034.1","Q9I7Y5","CG18823","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3035,"FBgn0029966","3035.1","Q9W3P2","Ir7c","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3036,"FBgn0051431","3036.1","Q8IN19","CG31431","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3037,"FBgn0020509","3037.1","Q1ECC5","Acp62F","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3038,"FBgn0052758","3038.1","F3YD98","Snx27","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3039,"FBgn0023541","3039.1","B6IDZ7","Cyp4d14","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3040,"FBgn0039757","3040.1","Q3KN36","RpS7","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3041,"FBgn0035694","3041.1","B3DNE2","CG13299","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3042,"FBgn0041248","3042.1","None","None","None",""
3043,"FBgn0004959","3043.1","X2JG03","phm","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3044,"FBgn0036160","3044.1","Q6NLI4","CG12289","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3045,"FBgn0033588","3045.1","A1Z8G2","CG13228","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3046,"FBgn0000578","3046.1","A0A0B4LFX0","ena","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3047,"FBgn0002561","3047.1","None","None","None",""
3048,"FBgn0052642","3048.1","Q8IR75","CG32642","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3049,"FBgn0085413","3049.1","A0A0B4K634","CG34384","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3050,"FBgn0004574","3050.1","M9PEL1","Rop","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3051,"FBgn0053928","3051.1","Q4ABF1","CG33928","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3052,"FBgn0043012","3052.1","Q9GQM7","AP-2sigma","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
3053,"FBgn0031308","3053.1","None","None","None",""
3054,"FBgn0031351","3054.1","Q9VQ27","CG14352","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
