"input_number","input","target_number","target","name","description","namespace"
256,"FBgn0010300","256.1","B4YXN6","brat","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
257,"FBgn0010313","257.1","A0A0B4LGR6","corto","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
258,"FBgn0010317","258.1","Q24159","CycJ","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
259,"FBgn0010323","259.1","A0A0S0WGV8","Gsc","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
260,"FBgn0010328","260.1","A0A0B4K7W6","woc","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
261,"FBgn0010355","261.1","A0A0B4K602","Taf1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
262,"FBgn0010417","262.1","M9PG32","Taf6","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
263,"FBgn0010422","263.1","M9PFV9","TfIIS","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
264,"FBgn0010433","264.1","C0MKM7","ato","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
265,"FBgn0010575","265.1","None","None","None",""
266,"FBgn0010768","266.1","U3PU53","sqz","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
267,"FBgn0010825","267.1","M9NDL9","Gug","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
268,"FBgn0011232","268.1","None","None","None",""
269,"FBgn0011236","269.1","None","None","None",""
270,"FBgn0011274","270.1","E1JHK1","Dif","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
271,"FBgn0011276","271.1","O76880","HLH3B","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
272,"FBgn0011277","272.1","M9PH26","HLH4C","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
273,"FBgn0011278","273.1","C0LRL8","lbe","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
274,"FBgn0011289","274.1","E4NKL3","TfIIA-L","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
275,"FBgn0011290","275.1","A0A0B4KFN0","Taf12","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
276,"FBgn0011604","276.1","I1V4Y8","Iswi","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
277,"FBgn0011648","277.1","M9PBX0","Mad","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
278,"FBgn0011655","278.1","O61458","Med","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
279,"FBgn0011656","279.1","A0A0B4KEP4","Mef2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
280,"FBgn0011659","280.1","A0A0B4KEM3","Mlh1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
281,"FBgn0011701","281.1","Q24477","repo","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
282,"FBgn0011715","282.1","Q24090","Snr1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
283,"FBgn0011723","283.1","M9PEX3","byn","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
284,"FBgn0011758","284.1","M9PHX7","B-H1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
285,"FBgn0011763","285.1","A0A0B4KEQ0","Dp","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
286,"FBgn0011764","286.1","None","None","None",""
287,"FBgn0011774","287.1","A0A0B4KFM4","Irbp","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
288,"FBgn0011836","288.1","E8NHB1","Taf2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
289,"FBgn0011837","289.1","B3DN56","Tis11","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
290,"FBgn0013263","290.1","A4V1Y6","Trl","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
291,"FBgn0013347","291.1","A0A1B2AK92","TfIIA-S","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
292,"FBgn0013469","292.1","M9PF84","klu","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
293,"FBgn0013717","293.1","None","None","None",""
294,"FBgn0013751","294.1","M9PE75","Awh","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
295,"FBgn0013753","295.1","M9PGT9","Bgb","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
296,"FBgn0013764","296.1","O18353","Chi","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
297,"FBgn0013799","297.1","E8NH34","Deaf1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
298,"FBgn0014018","298.1","A0A2Z5FM13","Rel","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
299,"FBgn0014143","299.1","C0MLY0","croc","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
300,"FBgn0014179","300.1","M9PFC8","gcm","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
301,"FBgn0014343","301.1","M9PI45","mirr","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
302,"FBgn0014467","302.1","None","None","None",""
303,"FBgn0014857","303.1","None","None","None",""
304,"FBgn0014859","304.1","E1JHM7","Hr38","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
305,"FBgn0014861","305.1","None","None","None",""
306,"FBgn0014931","306.1","D4G7A6","CG2678","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
307,"FBgn0014949","307.1","Q0IGT7","btn","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
308,"FBgn0015025","308.1","Q24161","CkIIalpha-i1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
309,"FBgn0015239","309.1","E8NH28","Hr78","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
310,"FBgn0015240","310.1","None","None","None",""
311,"FBgn0015269","311.1","A0A0B4KHX4","Nf1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
312,"FBgn0015299","312.1","A0A1B2AJ64","Ssb-c31a","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
313,"FBgn0015331","313.1","None","None","None",""
314,"FBgn0015371","314.1","A0A0B4K7A3","chn","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
315,"FBgn0015376","315.1","Q8IQ05","cutlet","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
316,"FBgn0015381","316.1","O96680","dsf","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
317,"FBgn0015391","317.1","B1PGB4","glu","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
318,"FBgn0015396","318.1","Q9XTP7","jumu","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
319,"FBgn0015524","319.1","A0A0B4LFU7","otp","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
320,"FBgn0015542","320.1","None","None","None",""
321,"FBgn0015550","321.1","None","None","None",""
322,"FBgn0015561","322.1","None","None","None",""
323,"FBgn0015602","323.1","D0IQ89","BEAF-32","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
324,"FBgn0015615","324.1","H0RNH8","SMC3","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
325,"FBgn0015664","325.1","O96083","Dref","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
326,"FBgn0015721","326.1","None","None","None",""
327,"FBgn0015799","327.1","None","None","None",""
328,"FBgn0015805","328.1","I1V501","HDAC1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
329,"FBgn0015903","329.1","A0A0B4KGD0","apt","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
330,"FBgn0015904","330.1","E1JHZ0","ara","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
331,"FBgn0015919","331.1","None","None","None",""
332,"FBgn0015929","332.1","A0A0B4LEV2","dpa","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
333,"FBgn0016076","333.1","O18660","vri","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
334,"FBgn0016660","334.1","X2J9F2","H15","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
335,"FBgn0016685","335.1","A0A0B4KI24","Nlp","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
336,"FBgn0016694","336.1","M9PBV3","Pdp1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
337,"FBgn0016754","337.1","A0A0B4K7E4","sba","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
338,"FBgn0016917","338.1","A0A0B4KGE1","Stat92E","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
339,"FBgn0016970","339.1","Q4V3H5","l(2)k10201","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
340,"FBgn0016977","340.1","M9NCM6","spen","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
341,"FBgn0017550","341.1","A0A0B4LHS9","Rga","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
342,"FBgn0017578","342.1","M9NDC9","Max","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
343,"FBgn0019650","343.1","L0MPR7","toy","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
344,"FBgn0019809","344.1","None","None","None",""
345,"FBgn0019828","345.1","A0A0B4K6U9","dj","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
346,"FBgn0019938","346.1","None","None","None",""
347,"FBgn0019949","347.1","O17432","Cdk9","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
348,"FBgn0020238","348.1","C6TP70","14-3-3epsilon","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
349,"FBgn0020261","349.1","E1JJR3","pcm","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
350,"FBgn0020270","350.1","B6UX38","mre11","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
351,"FBgn0020306","351.1","A0A0B4LFX8","dom","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
352,"FBgn0020307","352.1","O76143","dve","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
353,"FBgn0020309","353.1","M9PCY3","crol","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
354,"FBgn0020378","354.1","A4IJ80","Sp1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
355,"FBgn0020379","355.1","A0A0B4K621","Rfx","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
356,"FBgn0020493","356.1","O15968","Dad","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
357,"FBgn0020617","357.1","None","None","None",""
358,"FBgn0020887","358.1","None","None","None",""
359,"FBgn0020912","359.1","B7Z0S4","Ptx1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
360,"FBgn0021738","360.1","Q8IRT6","Crg-1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
361,"FBgn0021767","361.1","O62535","org-1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
362,"FBgn0021872","362.1","Q5BI44","Xbp1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
363,"FBgn0021875","363.1","B5RJG8","Zfrp8","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
364,"FBgn0022699","364.1","O18387","D19B","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
365,"FBgn0022720","365.1","None","None","None",""
366,"FBgn0022740","366.1","O18374","HLH54F","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
367,"FBgn0022764","367.1","A0A0B4K765","Sin3A","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
368,"FBgn0022772","368.1","None","None","None",""
369,"FBgn0022787","369.1","J9XXX0","Hel89B","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
370,"FBgn0022935","370.1","O18401","D19A","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
371,"FBgn0022959","371.1","M9NFR5","yps","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
372,"FBgn0023076","372.1","G7H802","Clk","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
373,"FBgn0023091","373.1","M9PDD7","dimm","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
374,"FBgn0023094","374.1","None","None","None",""
375,"FBgn0023097","375.1","A0A0B4KGE5","bon","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
376,"FBgn0023214","376.1","Q7K119","edl","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
377,"FBgn0023215","377.1","E1JJD1","Mnt","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
378,"FBgn0023395","378.1","M9W9W1","Chd3","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
379,"FBgn0023489","379.1","Q8T0V5","Pph13","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
380,"FBgn0023509","380.1","O46093","mip130","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
381,"FBgn0023518","381.1","B1A1J5","trr","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
382,"FBgn0024184","382.1","X2JCE2","unc-4","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
383,"FBgn0024244","383.1","A0A1B2AJP0","drm","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
384,"FBgn0024249","384.1","Q0IGQ7","cato","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
385,"FBgn0024288","385.1","A2VEZ2","Sox100B","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
386,"FBgn0024321","386.1","F9W347","NK7.1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
387,"FBgn0024371","387.1","X2J9B3","E2f2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
388,"FBgn0024887","388.1","O76926","kin17","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
389,"FBgn0024909","389.1","B7Z0V1","Taf7","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
390,"FBgn0024975","390.1","O76910","CG2712","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
391,"FBgn0025140","391.1","None","None","None",""
392,"FBgn0025185","392.1","O44421","az2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
393,"FBgn0025334","393.1","O76136","PHDP","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
394,"FBgn0025336","394.1","O77477","CG4882","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
395,"FBgn0025360","395.1","A0A0B4KEE9","Optix","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
396,"FBgn0025455","396.1","B9EQP8","CycT","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
397,"FBgn0025525","397.1","M9PBH6","bab2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
398,"FBgn0025635","398.1","E4NKJ0","CG17829","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
399,"FBgn0025679","399.1","O77251","Klf15","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
400,"FBgn0025680","400.1","None","None","None",""
401,"FBgn0025684","401.1","Q9VQZ7","MFS18","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
402,"FBgn0025776","402.1","O96620","ind","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
403,"FBgn0025800","403.1","O96660","Smox","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
404,"FBgn0025808","404.1","B8A3U8","Rad17","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
405,"FBgn0025825","405.1","Q7KTS4","HDAC3","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
406,"FBgn0025832","406.1","None","None","None",""
407,"FBgn0025874","407.1","M9PF60","Meics","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
408,"FBgn0026058","408.1","O96616","OdsH","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
409,"FBgn0026080","409.1","A9YI74","Tip60","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
410,"FBgn0026143","410.1","O96989","CDC45L","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
411,"FBgn0026160","411.1","D0Z745","tna","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
412,"FBgn0026262","412.1","B6IDW3","bip2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
413,"FBgn0026324","413.1","None","None","None",""
414,"FBgn0026411","414.1","M9PJE4","Lim1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
415,"FBgn0026533","415.1","A1ZAK3","Dek","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
416,"FBgn0026573","416.1","A0A0B4LEU5","ADD1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
417,"FBgn0026575","417.1","A2VEG0","hang","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
418,"FBgn0026582","418.1","Q9W2K8","Hmg-2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
419,"FBgn0026751","419.1","Q9UB07","XRCC1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
420,"FBgn0026876","420.1","Q9XZS9","CG11403","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
421,"FBgn0027339","421.1","M9NFP1","jim","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
422,"FBgn0027364","422.1","B6VQA3","Six4","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
423,"FBgn0027378","423.1","A0A0B4KHJ7","MRG15","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
424,"FBgn0027503","424.1","Q9Y0Z1","CG11970","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
425,"FBgn0027514","425.1","B9A0M7","CG1024","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
426,"FBgn0027524","426.1","Q9XZ19","CG3909","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
427,"FBgn0027567","427.1","Q7KMK8","CG8108","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
428,"FBgn0027599","428.1","Q9W0X8","CG2790","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
429,"FBgn0027620","429.1","Q5BI37","Acf","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
430,"FBgn0027783","430.1","Q4QQB8","SMC2","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
431,"FBgn0027788","431.1","None","None","None",""
432,"FBgn0027790","432.1","Q8SXW3","GV1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
433,"FBgn0027864","433.1","C4IXZ6","Ogg1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
434,"FBgn0027866","434.1","C9QP83","CG9776","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
435,"FBgn0027903","435.1","T2GGB6","CG12018","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
436,"FBgn0027930","436.1","None","None","None",""
437,"FBgn0027950","437.1","A0A0B4KGZ0","MBD-like","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
438,"FBgn0027951","438.1","A0A0B4KG70","MTA1-like","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
439,"FBgn0028387","439.1","B1A1M6","chm","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
440,"FBgn0028398","440.1","None","None","None",""
441,"FBgn0028420","441.1","None","None","None",""
442,"FBgn0028434","442.1","Q7KMG7","Ercc1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
443,"FBgn0028531","443.1","Q9VJT3","CG15286","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
444,"FBgn0028550","444.1","M9PIP2","Atf3","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
445,"FBgn0028647","445.1","Q29QW3","CG11902","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
446,"FBgn0028789","446.1","M9PBY6","Doc1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
447,"FBgn0028878","447.1","A0AVX0","CG15269","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
448,"FBgn0028887","448.1","Q8MSP6","CG3491","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
449,"FBgn0028895","449.1","M9PD13","CG17328","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
450,"FBgn0028926","450.1","None","None","None",""
451,"FBgn0028931","451.1","Q0E8Q6","CG16863","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
452,"FBgn0028979","452.1","M9PDE2","tio","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
453,"FBgn0028991","453.1","A0A0B4LFA2","seq","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
454,"FBgn0028993","454.1","A8Y525","scro","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
455,"FBgn0028996","455.1","F3YDC6","onecut","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
456,"FBgn0028999","456.1","Q9V3B8","nerfin-1","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
457,"FBgn0029123","457.1","M9PCZ7","SoxN","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
458,"FBgn0029173","458.1","None","None","None",""
459,"FBgn0029504","459.1","C3KGJ2","CHES-1-like","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
460,"FBgn0029711","460.1","D9PTW1","Usf","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
461,"FBgn0029798","461.1","F6J3N8","CG4078","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
462,"FBgn0029822","462.1","Q7YZ93","CG12236","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
463,"FBgn0029824","463.1","Q8SWW7","CG3726","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
464,"FBgn0029861","464.1","Q9W410","CG3815","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
465,"FBgn0029867","465.1","Q8SXF3","CG3847","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
466,"FBgn0029895","466.1","Q9W3X0","CG14441","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
467,"FBgn0029899","467.1","None","None","None",""
468,"FBgn0029905","468.1","Q9W3V9","Nf-YC","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
469,"FBgn0029912","469.1","A9UN89","CG4557","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
470,"FBgn0029928","470.1","Q8IGF0","CG3032","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
471,"FBgn0029939","471.1","A0A023GPJ3","CG9650","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
472,"FBgn0029941","472.1","Q0E5N1","CG1677","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
473,"FBgn0030003","473.1","A9YJS7","CG2116","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
474,"FBgn0030005","474.1","Q058Z4","CG2120","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
475,"FBgn0030008","475.1","Q9W3J4","CG2129","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
476,"FBgn0030009","476.1","B4F687","CG15336","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
477,"FBgn0030010","477.1","M9PHD3","CG10959","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
478,"FBgn0030012","478.1","Q5U1C2","CG18262","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
479,"FBgn0030058","479.1","Q9W3C6","CG11294","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
480,"FBgn0030065","480.1","A9YK55","CG12075","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
481,"FBgn0030077","481.1","Q9W3A1","CG15365","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
482,"FBgn0030081","482.1","A9YK93","CG7246","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
483,"FBgn0030082","483.1","Q95SE0","HP1b","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
484,"FBgn0030093","484.1","Q961D0","Bap111","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
485,"FBgn0030170","485.1","E8NH96","CG2990","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
486,"FBgn0030206","486.1","Q9W2U6","CG2889","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
487,"FBgn0030240","487.1","A9YL53","CG2202","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
488,"FBgn0030266","488.1","Q8MRK2","CG11122","None","ENSG,FLYBASENAME_GENE_ACC,FLYBASE_GENE_ID"
